DocNo	DocDate	AgentID	AdjType	Location	BinNo	ItemNo	UOM	Qty	FromDate	ToDate	Reason	Status	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811101	EAC	500	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811101	EAC	300	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811514	EAC	400	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811523	EAC	100	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811523	EAC	1000	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZPI79497S	EAC	50	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZW1303400102	BTL	132	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2010D	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2011D	ZW1816100517	OUT	474	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2011F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2012F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013D	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2015F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	204D	ZW1816100517	OUT	408	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013E	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013F	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2014D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2016E	ZW1816100750	PKT	180	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2016F	ZW1816100750	PKT	60	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	208D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	209D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	BLK07.04.05	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
